DOI / Referência,Tipo de Resíduo,Origem / País,"Processamento (triturado, moído, fibra etc,)",Equação de Resilient Modulus,ID da Amostra,LL (%),PL (%),IP (%),Finos (%), MDD (kN/m³),OMC (%),CBR (%),Expansão (%),AASHTO,Tensão de Confinamento (mPa),Tensão Desviadora (mPa),Número de Ciclos de Carga,K1,K2,K3,R²,MR (mPa),Deformação Permanente (μℰ),Deformação Permanente Final (μℰ),DP (%),"Aplicação sugerida (subleito, sub-base, base)",Observações
10.3390/su162310229,IMW,Brasil,Subproduto de flotação de minério de ferro,Modelo Composto (RM = k1 * σ3^k2 * σd^k3),LCS60/IMW40 (Baixa),"26,5","17,2","9,3",~42%,"20,53","11,7",-,0,A-4,"0,02","0,02",3300,"330,84","0,269","-0,405","0,759",561,-,-,-,Sub-base,Queda brusca de rigidez comparada ao LCS80/IMW20.
10.3390/su162310230,IMW,Brasil,Subproduto de flotação de minério de ferro,Modelo Composto (RM = k1 * σ3^k2 * σd^k3),LCS60/IMW40 (Média),"26,5","17,2","9,3",~42%,"20,53","11,7",-,0,A-4,"0,07","0,14",3300,"330,84","0,269","-0,405","0,759",311,-,-,-,Sub-base,Perda de coesão laterítica por excesso de resíduo.
10.3390/su162310231,IMW,Brasil,Subproduto de flotação de minério de ferro,Modelo Composto (RM = k1 * σ3^k2 * σd^k3),LCS60/IMW40 (Alta),"26,5","17,2","9,3",~42%,"20,53","11,7",-,0,A-4,"0,14","0,42",3300,"330,84","0,269","-0,405","0,759",278,-,-,-,Sub-base,Recomendado apenas para camadas de menor esforço.
10.1016/j.clema.2025.100335,PLASTICO,Tailândia,Triturado,-,CP,-,-,-,-,"20,18",-,-,-,-,,,-,-,-,-,-,"374,8",-,-,-,"Excluído (UCS > 8,3 MPa)","Cimento+Fly Ash (1:2); w/b=0,7"
10.1016/j.clema.2025.100336,PLASTICO,Tailândia,Triturado,-,CP10,-,-,-,-,"19,02",-,-,-,-,,,-,-,-,-,-,303,-,-,-,Base e Sub-base,"Cimento+Fly Ash (1:2); 10% PA; w/b=0,7"
10.1016/j.clema.2025.100337,PLASTICO,Tailândia,Triturado,-,CP20,-,-,-,-,"18,34",-,-,-,-,,,-,-,-,-,-,"223,5",-,-,-,"Não atende critérios de rigidez (Austroads, 2017)","Cimento+Fly Ash (1:2); 20% PA; w/b=0,7"
10.1016/j.clema.2025.100338,PLASTICO,Tailândia,Triturado,-,CP30,-,-,-,-,"17,1",-,-,-,-,,,-,-,-,-,-,"127,4",-,-,-,"Não atende critérios de rigidez (Austroads, 2017)","Cimento+Fly Ash (1:2); 30% PA; w/b=0,7"
10.1016/j.clema.2025.100339,PLASTICO,Tailândia,Triturado,-,AP,-,-,-,-,"19,87",-,-,-,-,,,-,-,-,-,-,"289,6",-,-,-,Sub-base,"High-Ca Fly Ash+10M NaOH; Ativador/FA=0,4"
10.1016/j.clema.2025.100340,PLASTICO,Tailândia,Triturado,-,AP10,-,-,-,-,"18,56",-,-,-,-,,,-,-,-,-,-,"276,1",-,-,-,Sub-base,"High-Ca Fly Ash+10M NaOH; 10% PA; Ativador/FA=0,4"
10.1016/j.clema.2025.100341,PLASTICO,Tailândia,Triturado,-,AP20,-,-,-,-,"17,78",-,-,-,-,,,-,-,-,-,-,"192,5",-,-,-,"Não atende critérios de rigidez (Austroads, 2017)","High-Ca Fly Ash+10M NaOH; 20% PA; Ativador/FA=0,4"
10.1016/j.cscm.2024.e03508,NATURAL,Malásia,Triturado e peneirado,-,Control,-,-,-,-,"22,49",-,-,-,-,1000 N,1000 N,-,-,-,-,-,3155,-,-,"1,72",Revestimento Asfáltico,Mistura asfáltica SMA (0% PET). Teor Ótimo de Betume (OAC) = 5.30%. O teste de deformação (creep) acusou a maior deformação permanente entre as amostras.
10.1016/j.cscm.2024.e03509,PLASTICO,Malásia,Triturado e peneirado,-,PET-Fine-10,-,-,-,-,"22,37",-,-,-,-,1000 N,1000 N,5 pulsos (MR) / 3600 (Creep),-,-,-,-,3660,-,-,-,Revestimento Asfáltico,10% PET (como agregado miúdo: 4.75 a 0.075mm). OAC = 5.39%. Aumento de 22% no Módulo de Resiliência a 25°C. Melhorou a vida de fadiga e a estabilidade.
10.1016/j.cscm.2024.e03510,PLASTICO,Malásia,Triturado e peneirado,-,PET-Fine-20,-,-,-,-,"22,16",-,-,-,-,1000 N,1000 N,5 pulsos (MR) / 3600 (Creep),-,-,-,-,-,-,-,"0,92",Revestimento Asfáltico,"20% PET miúdo. OAC = 5.45%. Começou a decair o Módulo de Resiliência comparado aos 10%, mas reduziu bastante a deformação permanente para 0.92%."
10.1016/j.cscm.2024.e03511,PLASTICO,Malásia,Triturado e peneirado,-,PET-Fine-30,-,-,-,-,46044,-,-,-,-,1000 N,1000 N,5 pulsos (MR) / 3600 (Creep),-,-,-,-,-,-,-,"1,4",Revestimento Asfáltico,30% PET miúdo. OAC = 5.59%. O excesso de plástico prejudicou o Módulo de Resiliência (queda de 15% em relação aos 10%) e aumentou a deformação para 1.40%.
10.1016/j.cscm.2024.e03512,PLASTICO,Malásia,Triturado e peneirado,-,PET-Filler-10,-,-,-,-,"22,41",-,-,-,-,1000 N,1000 N,5 pulsos (MR) / 3600 (Creep),-,-,-,-,3988,-,-,-,Revestimento Asfáltico,10% PET (como fíler: <0.075mm). OAC = 5.43%. Apresentou o maior módulo de resiliência alcançado no estudo (26% acima do controle).
10.1016/j.cscm.2024.e03513,PLASTICO,Malásia,Triturado e peneirado,-,PET-Filler-20,-,-,-,-,"22,29",-,-,-,-,1000 N,1000 N,5 pulsos (MR) / 3600 (Creep),-,-,-,-,-,-,-,"0,81",Revestimento Asfáltico,Mistura ótima. 20% PET Fíler. OAC = 5.50%. Obteve a menor deformação permanente de todo o estudo (0.81%) e excelente vida de fadiga (suportou mais de 23.000 ciclos sob 2250 N).
10.1016/j.cscm.2024.e03514,PLASTICO,Malásia,Triturado e peneirado,-,PET-Filler-30,-,-,-,-,"22,17",-,-,-,-,1000 N,1000 N,5 pulsos (MR) / 3600 (Creep),-,-,-,-,-,-,-,-,Revestimento Asfáltico,"30% PET Fíler. OAC = 5.61%. Tal como a areia miúda, o excesso reduziu o MR e a vida útil."
10.28991/CEJ-2023-09-04-012,NATURAL,Iraque,"Triturado (2,36 a 4,75mm)",-,Controle (0%),-,-,-,-,"23,64",46058,-,-,-,,Tração Indireta: 138,1200,-,-,-,-,-30527,-,-,-,Revestimento Asfáltico,Mistura de controle (0% plástico). Ensaio a 25 °C. Os valores de OMC da tabela representam o Teor Ótimo de Asfalto (OAC).
10.28991/CEJ-2023-09-04-013,PLASTICO,Iraque,"Triturado (2,36 a 4,75mm)",-,Plástico 5%,-,-,-,-,"23,45",46027,-,-,-,,Tração Indireta: 138,1200,-,-,-,-,6788,-,-,-,Revestimento Asfáltico,"5% de substituição do agregado miúdo (via seca). Aumento de 5,3% no Módulo de Resiliência em relação ao controle."
10.28991/CEJ-2023-09-04-014,PLASTICO,Iraque,"Triturado (2,36 a 4,75mm)",-,Plástico 7%,-,-,-,-,"23,35",46238,-,-,-,,Tração Indireta: 138,1200,-,-,-,-,56401,-,-,-,Revestimento Asfáltico,"7% de plástico. O consumo ótimo de asfalto (OAC) cai gradativamente com a adição do resíduo, melhorando a economia."
10.28991/CEJ-2023-09-04-015,PLASTICO,Iraque,"Triturado (2,36 a 4,75mm)",-,Plástico 9%,-,-,-,-,"23,15",46207,-,-,-,,Tração Indireta: 138,1200,-,-,-,-,82637,-,-,-,Revestimento Asfáltico,Mistura de maior rigidez (ganho de 17% no MR). O volume de Vazios (AV) reduziu substancialmente.
10.28991/CEJ-2023-09-04-016,PLASTICO,Iraque,"Triturado (2,36 a 4,75mm)",-,Plástico 11%,-,-,-,-,"23,15",46146,-,-,-,,Tração Indireta: 138,1200,-,-,-,-,77646,-,-,-,Revestimento Asfáltico,"Mistura de maior economia de ligante (OAC reduziu 13,5% face ao controle). MR sofreu leve queda se comparado aos 9%, mas mantendo-se 16% acima do controle."
0.1016/j.jobe.2023.108257,RCD,Austrália,Triturado / Estabilizado,NCHRP (3 Parâmetros),CB1-70,-,-,-,46025,"19,62","10,88",-,-,A-1-a,"20,7 a 137,9","20,7 a 275,8",AASHTO T307-99,1315,629,-108,994,"254,18",-,-,-,Base / Sub-base,1% de Emulsão Asfáltica (BEC). Condicionada a 70% da umidade ótima (OMC). Classificação USCS: GW.
0.1016/j.jobe.2023.108258,RCD,Austrália,Triturado / Estabilizado,NCHRP (3 Parâmetros),CB1-90,-,-,-,46025,"19,62","10,88",-,-,A-1-a,"20,7 a 137,9","20,7 a 275,8",AASHTO T307-99,872,719,-188,995,"182,29",-,-,-,Base / Sub-base,1% BEC. Condicionada a 90% OMC. A elevação da umidade reduziu o MR médio.
0.1016/j.jobe.2023.108259,RCD,Austrália,Triturado / Estabilizado,NCHRP (3 Parâmetros),CB2-70,-,-,-,46025,"19,62","10,88",-,-,A-1-a,"20,7 a 137,9","20,7 a 275,8",AASHTO T307-99,1389,599,-112,995,"258,61",-,-,-,Base / Sub-base,2% BEC. Aos 70% de OMC. Teor de emulsão recomendado pelos autores para climas úmidos.
0.1016/j.jobe.2023.108260,RCD,Austrália,Triturado / Estabilizado,NCHRP (3 Parâmetros),CB2-90,-,-,-,46025,"19,62","10,88",-,-,A-1-a,"20,7 a 137,9","20,7 a 275,8",AASHTO T307-99,1298,603,-173,998,"236,26",-,-,-,Base / Sub-base,2% BEC. O teor ótimo minimizou a perda do MR quando a umidade subiu para 90% OMC.
0.1016/j.jobe.2023.108261,RCD,Austrália,Triturado / Estabilizado,NCHRP (3 Parâmetros),CB3-70,-,-,-,46025,"19,62","10,88",-,-,A-1-a,"20,7 a 137,9","20,7 a 275,8",AASHTO T307-99,1589,485,-57,982,"277,96",-,-,-,Base / Sub-base,"3% BEC. Teor recomendado para climas secos. Apresentou o MR mais alto (277,96 MPa) entre as amostras de CB secas."
0.1016/j.jobe.2023.108262,RCD,Austrália,Triturado / Estabilizado,NCHRP (3 Parâmetros),CB3-90,-,-,-,46025,"19,62","10,88",-,-,A-1-a,"20,7 a 137,9","20,7 a 275,8",AASHTO T307-99,1037,669,-84,994,"212,93",-,-,-,Base / Sub-base,3% BEC. Aos 90% de OMC o excesso de emulsão e água prejudicou ligeiramente a rigidez do CB.
0.1016/j.jobe.2023.108263,RCD,Austrália,Triturado / Estabilizado,NCHRP (3 Parâmetros),RCC1-70,-,-,-,46025,"19,52",11,-,-,A-1-a,"20,7 a 137,9","20,7 a 275,8",AASHTO T307-99,1456,643,-124,925,"318,15",-,-,-,Base / Sub-base,1% BEC. Condicionada a 70% OMC. Classificação USCS: GW. MR consideravelmente maior que o CB nas mesmas condições.
0.1016/j.jobe.2023.108264,RCD,Austrália,Triturado / Estabilizado,NCHRP (3 Parâmetros),RCC1-90,-,-,-,46025,"19,52",11,-,-,A-1-a,"20,7 a 137,9","20,7 a 275,8",AASHTO T307-99,1566,643,-50,939,"315,97",-,-,-,Base / Sub-base,"1% BEC. Aos 90% OMC, teve pouquíssima variação elástica se comparada aos 70%."
0.1016/j.jobe.2023.108265,RCD,Austrália,Triturado / Estabilizado,NCHRP (3 Parâmetros),RCC2-70,-,-,-,46025,"19,52",11,-,-,A-1-a,"20,7 a 137,9","20,7 a 275,8",AASHTO T307-99,1872,447,241,932,"339,84",-,-,-,Base / Sub-base,2% BEC. Atingiu a média máxima de MR para a pesquisa nas simulações de 70% de umidade OMC.
0.1016/j.jobe.2023.108266,RCD,Austrália,Triturado / Estabilizado,NCHRP (3 Parâmetros),RCC2-90,-,-,-,46025,"19,52",11,-,-,A-1-a,"20,7 a 137,9","20,7 a 275,8",AASHTO T307-99,1450,668,-93,939,"295,54",-,-,-,Base / Sub-base,"2% BEC. Em umidade mais elevada (90%), a mistura com 2% demonstrou ser mais estável que as demais de RCC."
0.1016/j.jobe.2023.108267,RCD,Austrália,Triturado / Estabilizado,NCHRP (3 Parâmetros),RCC3-70,-,-,-,46025,"19,52",11,-,-,A-1-a,"20,7 a 137,9","20,7 a 275,8",AASHTO T307-99,1938,466,94,967,"336,68",-,-,-,Base / Sub-base,3% BEC. Condição ótima sugerida para uso em climas mais secos com RCC.
0.1016/j.jobe.2023.108268,RCD,Austrália,Triturado / Estabilizado,NCHRP (3 Parâmetros),RCC3-90,-,-,-,46025,"19,52",11,-,-,A-1-a,"20,7 a 137,9","20,7 a 275,8",AASHTO T307-99,1562,584,-237,994,"269,81",-,-,-,Base / Sub-base,"3% BEC. Aos 90% OMC apresentou queda expressiva do MR (269,81 MPa) devido ao excesso de fluidos (água + emulsão) reduzindo a interação no material."
10.1016/j.trgeo.2016.03.005,GESSO,"Bagdá, Iraque","Solo natural (38,8% gesso)",Propagação de Ondas (E),Unsoaked (Controle 1),-,-,NP,"3,65","18,27",46244,-,-,A-1-b,Sobretaxa 200 N,,-,-,-,-,-,195,-,-,-,Subleito,Condição não imersa. O MR foi calculado com a velocidade de propagação das ondas P e S.
10.1016/j.trgeo.2016.03.006,GESSO,"Bagdá, Iraque","Solo natural (38,8% gesso)",Propagação de Ondas (E),4-Day Soaked (Controle 2),-,-,NP,"3,65","18,27",46244,-,-,A-1-b,Sobretaxa 200 N,,-,-,-,-,-,"145,95",-,-,-,Subleito,"Condição padrão da norma (4 dias de imersão). Segundo os autores, este ensaio tradicional superestima a rigidez final da areia gipsífera em cerca de 65%."
10.1016/j.trgeo.2016.03.007,GESSO,"Bagdá, Iraque","Solo natural (38,8% gesso)",Propagação de Ondas (E),14-Days Cycle (Equilibrium),-,-,NP,"3,65","18,27",46244,42,-,A-1-b,Sobretaxa 200 N,,-,-,-,-,-,"103,53",-,-,-,Subleito,"Alta frequência (7 dias umedecendo + 7 secando). O valor do MR reportado é o ""Equilibrium Soaked"", alcançado a partir do 4º ciclo da fase úmida."
10.1016/j.trgeo.2016.03.008,GESSO,"Bagdá, Iraque","Solo natural (38,8% gesso)",Propagação de Ondas (E),60-Days Cycle (Equilibrium),-,-,NP,"3,65","18,27",46244,"41,47",-,A-1-b,Sobretaxa 200 N,,-,-,-,-,-,"100,85",-,-,-,Subleito,Frequência média (30 dias úmido + 30 dias seco). O MR cai na fase de umedecimento devido à dissolução da cimentação do gesso.
10.1016/j.trgeo.2016.03.009,GESSO,"Bagdá, Iraque","Solo natural (38,8% gesso)",Propagação de Ondas (E),180-Days Cycle (Equilibrium),-,-,NP,"3,65","18,27",46244,"41,25",-,A-1-b,Sobretaxa 200 N,,-,-,-,-,-,"85,22",-,-,-,Subleito,"Baixa frequência (90 dias umedecendo + 90 secando). Esta imersão prolongada resultou na maior queda do MR (85,22 MPa), representando 43,7% da rigidez inicial não imersa."
10.1061/(ASCE)MT.1943-5533.0002765,RCD,Austrália,Britado e Misturado,Mr​=k1​(pa​σ3​​+1)k2​(pa​σd​​+1)k3​,CR,30,24,6,8,"21,97",8,126,-,-,Múltiplas,Múltiplas,15 Estágios,"56,3",-30,1213,"0,92",132,-,-,-,Base / Sub-base,Controle CR puro (100%). pH varia de 10 a 12.
10.1061/(ASCE)MT.1943-5533.0002766,RCD,Austrália,Britado e Misturado,Mr​=k1​(pa​σ3​​+1)k2​(pa​σd​​+1)k3​,CR + 1% R,-,-,-,-,-,-,89,-,-,Múltiplas,Múltiplas,15 Estágios,46108,-15,1667,"0,84","91,3",-,-,-,Base / Sub-base,"A adição de 1% de borracha gerou um esqueleto resiliente, mas derrubou o CBR (para 89%) e o Módulo de Resiliência."
10.1061/(ASCE)MT.1943-5533.0002767,RCD,Austrália,Britado e Misturado,Mr​=k1​(pa​σ3​​+1)k2​(pa​σd​​+1)k3​,CR + 1% R + 1% CG,-,-,-,-,"24,27","7,75",133,-,-,Múltiplas,Múltiplas,15 Estágios,"33,6",-387,1666,"0,83","96,1",-,-,-,Base / Sub-base,O vidro (CG) preenche os vazios gerados pela borracha. O CBR voltou a subir superando a brita pura (CBR 133%).
10.1061/(ASCE)MT.1943-5533.0002768,RCD,Austrália,Britado e Misturado,Mr​=k1​(pa​σ3​​+1)k2​(pa​σd​​+1)k3​,CR + 1% R + 3% CG,-,-,-,-,46258,"8,14",138,-,-,Múltiplas,Múltiplas,15 Estágios,"34,7",-258,1724,"0,83","105,7",-,-,-,Base / Sub-base,"O aumento para 3% de vidro continuou preenchendo os vazios da borracha, elevando o CBR (138%) e o módulo para 105.7 MPa"
10.1061/(ASCE)MT.1943-5533.0002769,RCD,Austrália,Britado e Misturado,Mr​=k1​(pa​σ3​​+1)k2​(pa​σd​​+1)k3​,CR + 1% R + 5% CG,-,-,-,-,"23,97","8,28",144,-,-,Múltiplas,Múltiplas,15 Estágios,"49,3",406,1069,"0,91",131,-,-,-,Base / Sub-base,Mistura ótima de CR: 5% de vidro restaurou o Módulo de Resiliência original (131 MPa) e atingiu o maior CBR da classe.
10.1061/(ASCE)MT.1943-5533.0002770,RCD,Austrália,Britado e Misturado,Mr​=k1​(pa​σ3​​+1)k2​(pa​σd​​+1)k3​,RCA,35,29,6,7,"19,72",12,137,-,-,Múltiplas,Múltiplas,15 Estágios,"54,7",247,1030,"0,98",132,-,-,-,Base / Sub-base,Controle RCA puro (100%). Apresentou CBR superior à brita pura (CR).
10.1061/(ASCE)MT.1943-5533.0002771,RCD,Austrália,Britado e Misturado,Mr​=k1​(pa​σ3​​+1)k2​(pa​σd​​+1)k3​,RCA + 1% R,-,-,-,-,-,-,116,-,-,Múltiplas,Múltiplas,15 Estágios,46253,311,1668,"0,87","81,6",-,-,-,Base / Sub-base,A borracha isolada também reduziu consideravelmente a rigidez do RCA.
10.1061/(ASCE)MT.1943-5533.0002772,RCD,Austrália,Britado e Misturado,Mr​=k1​(pa​σ3​​+1)k2​(pa​σd​​+1)k3​,RCA + 1% R + 1% CG,-,-,-,-,"21,65","12,32",147,-,-,Múltiplas,Múltiplas,15 Estágios,"82,1",101,919,"0,96",169,-,-,-,Base / Sub-base,"A adição de apenas 1% de vidro já superou (em muito) o MR do RCA puro, alcançando 169 MPa."
10.1061/(ASCE)MT.1943-5533.0002773,RCD,Austrália,Britado e Misturado,Mr​=k1​(pa​σ3​​+1)k2​(pa​σd​​+1)k3​,RCA + 1% R + 3% CG,-,-,-,-,"21,92","11,86",157,-,-,Múltiplas,Múltiplas,15 Estágios,95,-190,1276,"0,88",187,-,-,-,Base / Sub-base,Excelente desempenho. A adição de 3% de vidro triturado resultou em um salto expressivo no módulo de resiliência médio alcançando 187 MPa e CBR de 157%
10.1061/(ASCE)MT.1943-5533.0002774,RCD,Austrália,Britado e Misturado,Mr​=k1​(pa​σ3​​+1)k2​(pa​σd​​+1)k3​,RCA + 1% R + 5% CG,-,-,-,-,"21,8","12,51",164,-,-,Múltiplas,Múltiplas,15 Estágios,121,-173,773,"0,84",192,-,-,-,Base / Sub-base,"Melhor mistura do artigo. O vidro aumentou a densidade de empacotamento, resultando em CBR excepcional de 164% e MR médio de 192 MPa."
https://doi.org/10.1038/s41598-025-17909-y,NATURAL, Paquistão,Fresado (RAP) e Triturado (CR),-,"RAP 0%, CR 0%",-,-,-,-,-,-,-,-,-,,20% do ITS Máximo,"100 cond, + 5 leitura",-,-,-,-,8931,-,-,-,Revestimento Asfáltico,Mistura de Controle (0%). Testemunho de asfalto ACWC virgem (Betume 60/70). Afundamento de trilha de roda = 2.08 mm.
https://doi.org/10.1038/s41598-025-17909-y,BORRACHA, Paquistão,Fresado (RAP) e Triturado (CR),-,"RAP 0%, CR 7%",-,-,-,-,-,-,-,-,-,,20% do ITS Máximo,"100 cond, + 5 leitura",-,-,-,-,11215,-,-,-,Revestimento Asfáltico,Mistura asfáltica com 7% de borracha como ligante. O afundamento de trilha de roda reduziu para 1.41 mm e obteve o 2º maior MR.
https://doi.org/10.1038/s41598-025-17909-y,RAP, Paquistão,Fresado (RAP) e Triturado (CR),-,"RAP 15%, CR 0%",-,-,-,-,-,-,-,-,-,,20% do ITS Máximo,"100 cond, + 5 leitura",-,-,-,-,10414,-,-,-,Revestimento Asfáltico,Mistura com 15% de Fresado (RAP) e sem borracha. O RAP aumenta a coesão devido à interação do ligante envelhecido com o novo.
https://doi.org/10.1038/s41598-025-17909-y,RAP, Paquistão,Fresado (RAP) e Triturado (CR),-,"RAP 15%, CR 7%",-,-,-,-,-,-,-,-,-,,20% do ITS Máximo,"100 cond, + 5 leitura",-,-,-,-,12345,-,-,-,Revestimento Asfáltico,"Mistura Ótima testada no pavimento. Maior Resistência à Tração (8.71 kN), Maior Módulo Resiliente (12345 MPa) e menor Afundamento (1.22 mm)."
Estudo sobre a aplicação de agregado reciclado de concreto em construção de pavimentos,RCD,Brasil,Triturado,MR = K1*(σc)^K2*(σd)^K3,ARC (0 dias),,,0,2,"18,34",12,198,,A-1-a,"0,0689","0,1861",100000,"7,02","0,72","0,08","0,91",358,-,2240,"0,224",Base / Sub-base,Agregado de Concreto Reciclado Puro. Energia Intermediária. Sem tempo de cura.
Estudo sobre a aplicação de agregado reciclado de concreto em construção de pavimentos,RCD,Brasil,Triturado,MR = K1*(σc)^K2*(σd)^K3,ARC (7 dias),,,0,2,"18,34",12,194,,A-1-a,"0,0689","0,1861",100000,"83,33","0,33",0,"0,91",452,-,1720,"0,172",Base / Sub-base,O ganho de rigidez já é sentido aos 7 dias devido à cimentação própria do concreto.
Estudo sobre a aplicação de agregado reciclado de concreto em construção de pavimentos,RCD,Brasil,Triturado,MR = K1*(σc)^K2*(σd)^K3,ARC (28 dias),,,0,2,"18,34",12,200,,A-1-a,"0,0689","0,1861",100000,"13,23","0,76","-0,02","0,97",356,-,1160,"0,116",Base / Sub-base,"Redução significativa da deformação permanente (0,116%) após 28 dias de cura."
Estudo sobre a aplicação de agregado reciclado de concreto em construção de pavimentos,RCD,Brasil,Triturado,MR = K1*(σc)^K2*(σd)^K3,ARC (90 dias),,,0,2,"18,34",12,,,A-1-a,"0,0689","0,1861",100000,"58,92","0,5","0,01","0,98",395,-,1150,"0,115",Base / Sub-base,Comportamento elástico resiliente otimizado pela cura química prolongada.
Estudo sobre a aplicação de agregado reciclado de concreto em construção de pavimentos,RCD,Brasil,Triturado,MR = K1*(σc)^K2*(σd)^K3,ARC (180 dias),,,0,2,"18,34",12,,,A-1-a,"0,0689","0,1861",100000,121,"0,35",0,"0,87",568,-,960,"0,096",Base / Sub-base,Atingiu a menor Deformação Permanente e a maior Resistência à Compressão Simples.
Estudo sobre a aplicação de agregado reciclado de concreto em construção de pavimentos,RCD,Brasil,Triturado e Misturado,MR = K1*(σc)^K2*(σd)^K3,Solo-ARC (0 dias),,,,"10,2","21,24","7,75",219,0,,"0,0689","0,1861",100000,"2826,64","0,36","-0,71","0,93",596,-,2619,"0,262",Base,Mistura: 70% ARC + 30% Solo Argiloso Laterítico. Compactação na Energia Modificada.
Estudo sobre a aplicação de agregado reciclado de concreto em construção de pavimentos,RCD,Brasil,Triturado e Misturado,MR = K1*(σc)^K2*(σd)^K3,Solo-ARC (7 dias),,,,"10,2","21,24","7,75",219,0,,"0,0689","0,1861",100000,"2557,59","0,3","-0,6","0,95",511,-,1876,"0,188",Base,Cimentação ajudou a estabilizar a mistura rapidamente nos primeiros 7 dias.
Estudo sobre a aplicação de agregado reciclado de concreto em construção de pavimentos,RCD,Brasil,Triturado e Misturado,MR = K1*(σc)^K2*(σd)^K3,Solo-ARC (28 dias),,,,"10,2","21,24","7,75",243,0,,"0,0689","0,1861",100000,"7858,26","0,49","-0,92","0,92",562,-,1827,"0,183",Base,Mistura estabilizada granulometricamente. Excepcional Módulo de Resiliência.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,100 P,,,,"6,28","24,17","5,5",,,,,,5,,,,,15516,-,-,-,Revestimento Asfáltico,100% RAP. Sem adição de Agente de Reciclagem (AR).
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,75 P,,,,"6,78","24,12","5,5",,,,,,5,,,,,11523,-,-,-,Revestimento Asfáltico,75% RAP. Sem adição de AR.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,50 P,,,,"7,1","24,02","5,5",,,,,,5,,,,,8298,-,-,-,Revestimento Asfáltico,50% RAP. Sem adição de AR. Mistura de excelente comportamento.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,25 P,,,,"7,42","23,87","5,5",,,,,,5,,,,,6661,-,-,-,Revestimento Asfáltico,25% RAP. Sem adição de AR. Baseline de referência.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,100 O,,,,"6,28","24,17","5,5",,,,,,5,,,,,6732,-,-,-,Revestimento Asfáltico,100% RAP + Teor Ótimo (TO) de Óleo Residual. Adicionado ao RAP.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,100 O+,,,,"6,28","24,17","5,5",,,,,,5,,,,,6044,-,-,-,Revestimento Asfáltico,100% RAP + 25% acima do TO de Óleo. Adicionado ao RAP.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,100 O++,,,,"6,28","24,17","5,5",,,,,,5,,,,,5299,-,-,-,Revestimento Asfáltico,100% RAP + 50% acima do TO de Óleo. Adicionado ao RAP.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,75 L O,,,,"6,78","24,12","5,5",,,,,,5,,,,,6369,-,-,-,Revestimento Asfáltico,75% RAP + Óleo (TO). Adicionado diretamente ao Ligante.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,75 L O+,,,,"6,78","24,12","5,5",,,,,,5,,,,,5365,-,-,-,Revestimento Asfáltico,75% RAP + Óleo (+25%). Adicionado ao Ligante.
"ANÁLISE DO ENVELHECIMENTO, RIGIDEZ E SUSCETIBILIDADE À PRESENÇA DE ÁGUA EM MISTURAS RECICLADAS COM ADIÇÃO DE AGENTES DE RECICLAGEM",RAP,Brasil,Fresa e Mistura,-,75 L O++,,,,"6,78","24,12","5,5",,,,,,5,,,,,4450,-,-,-,Revestimento Asfáltico,75% RAP + Óleo (+50%). Adicionado ao Ligante.
