left,top,MR (MPa)_faixas ,CBR (%)_faixas,AASHTO,Loc
"362668,6326","9372097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9373097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9374097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9375097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9376097,361",100-125,20-30,A - 2 - 4,Ceará
"362668,6326","9377097,361",75-100,00-10,A - 2 - 4,Ceará
"362668,6326","9362097,361",75-100,00-10,A - 2 - 4,Ceará
"362668,6326","9363097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9364097,361",75-100,20-30,A - 1 - b,Ceará
"362668,6326","9365097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9366097,361",75-100,20-30,A - 1 - b,Ceará
"362668,6326","9367097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9368097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9369097,361",100-125,20-30,A - 1 - b,Ceará
"362668,6326","9354097,361",100-125,00-10,A - 2 - 4,Ceará
"362668,6326","9355097,361",75-100,00-10,A - 2 - 4,Ceará
"362668,6326","9356097,361",75-100,00-10,A - 2 - 4,Ceará
"362668,6326","9357097,361",100-125,00-10,A - 2 - 4,Ceará
"362668,6326","9358097,361",75-100,00-10,A - 1 - b,Ceará
"362668,6326","9359097,361",75-100,00-10,A - 1 - b,Ceará
"362668,6326","9360097,361",50-75,00-10,A - 2 - 4,Ceará
"362668,6326","9361097,361",75-100,00-10,A - 1 - b,Ceará
"362668,6326","9346097,361",75-100,00-10,A - 2 - 4,Ceará
"362668,6326","9347097,361",75-100,00-10,A - 2 - 4,Ceará
"362668,6326","9348097,361",75-100,00-10,A - 2 - 4,Ceará
"362668,6326","9349097,361",75-100,00-10,A - 2 - 4,Ceará
"362668,6326","9350097,361",75-100,00-10,A - 2 - 4,Ceará
"362668,6326","9351097,361",75-100,00-10,A - 2 - 4,Ceará
"362668,6326","9352097,361",75-100,00-10,A - 1 - b,Ceará
"362668,6326","9353097,361",100-125,00-10,A - 2 - 4,Ceará
"363668,6326","9683097,361",50-75,70-80,A - 1 - b,Ceará
"363668,6326","9684097,361",50-75,00-10,A - 2 - 4,Ceará
"363668,6326","9685097,361",100-125,00-10,A - 2 - 4,Ceará
"363668,6326","9686097,361",200-225,00-10,A - 1 - b,Ceará
"363668,6326","9687097,361",100-125,00-10,A - 2 - 4,Ceará
"363668,6326","9688097,361",200-225,00-10,A - 2 - 4,Ceará
"363668,6326","9689097,361",100-125,00-10,A - 1 - b,Ceará
"362668,6326","9210097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9211097,361",75-100,20-30,A - 1 - b,Ceará
"362668,6326","9212097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9213097,361",75-100,20-30,A - 1 - b,Ceará
"362668,6326","9214097,361",75-100,20-30,A - 1 - b,Ceará
"362668,6326","9215097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9216097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9217097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9202097,361",75-100,20-30,A - 1 - a,Ceará
"362668,6326","9203097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9204097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9205097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9206097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9207097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9208097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9209097,361",75-100,20-30,A - 1 - b,Ceará
"362668,6326","9196097,361",75-100,20-30,A - 1 - b,Ceará
"362668,6326","9197097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9198097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9199097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9200097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9201097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9242097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9243097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9244097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9245097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9246097,361",75-100,70-80,A - 1 - b,Ceará
"362668,6326","9247097,361",100-125,20-30,A - 2 - 4,Ceará
"362668,6326","9248097,361",75-100,20-30,A - 1 - b,Ceará
"362668,6326","9249097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9234097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9235097,361",200-225,20-30,A - 2 - 4,Ceará
"362668,6326","9236097,361",75-100,20-30,A - 1 - b,Ceará
"362668,6326","9237097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9238097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9239097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9240097,361",100-125,20-30,A - 2 - 4,Ceará
"362668,6326","9241097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9226097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9227097,361",75-100,20-30,A - 1 - b,Ceará
"362668,6326","9228097,361",75-100,20-30,A - 1 - b,Ceará
"362668,6326","9229097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9230097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9231097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9232097,361",75-100,20-30,A - 1 - b,Ceará
"362668,6326","9233097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9218097,361",75-100,20-30,A - 1 - b,Ceará
"362668,6326","9219097,361",75-100,20-30,A - 1 - b,Ceará
"362668,6326","9220097,361",75-100,20-30,A - 1 - b,Ceará
"362668,6326","9221097,361",75-100,20-30,A - 1 - b,Ceará
"362668,6326","9222097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9223097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9224097,361",75-100,20-30,A - 2 - 4,Ceará
"362668,6326","9225097,361",75-100,20-30,A - 2 - 4,Ceará
"363668,6326","9579097,361",75-100,70-80,A - 2 - 4,Ceará
"363668,6326","9580097,361",125-150,70-80,A - 6,Ceará
"363668,6326","9581097,361",50-75,70-80,A - 2 - 4,Ceará
"363668,6326","9582097,361",75-100,70-80,A - 1 - b,Ceará
"363668,6326","9583097,361",125-150,70-80,A - 1 - b,Ceará
"363668,6326","9584097,361",125-150,70-80,A - 1 - b,Ceará
"363668,6326","9585097,361",200-225,70-80,A - 1 - b,Ceará
"363668,6326","9586097,361",200-225,70-80,A - 1 - b,Ceará
"363668,6326","9571097,361",125-150,70-80,A - 1 - b,Ceará
"363668,6326","9572097,361",125-150,70-80,A - 1 - b,Ceará
"363668,6326","9573097,361",75-100,70-80,A - 2 - 4,Ceará
"363668,6326","9574097,361",125-150,70-80,A - 2 - 4,Ceará
"363668,6326","9575097,361",75-100,70-80,A - 2 - 4,Ceará
"363668,6326","9576097,361",75-100,70-80,A - 2 - 4,Ceará
"363668,6326","9577097,361",75-100,70-80,A - 1 - b,Ceará
"363668,6326","9578097,361",75-100,70-80,A - 1 - b,Ceará
"363668,6326","9563097,361",225-250,70-80,A - 2 - 4,Ceará
"363668,6326","9564097,361",50-75,70-80,A - 1 - b,Ceará
"363668,6326","9565097,361",50-75,10-20,A - 1 - b,Ceará
"363668,6326","9566097,361",75-100,70-80,A - 2 - 4,Ceará
"363668,6326","9567097,361",75-100,70-80,A - 2 - 4,Ceará
"363668,6326","9568097,361",125-150,70-80,A - 2 - 4,Ceará
"363668,6326","9569097,361",75-100,70-80,A - 1 - b,Ceará
"363668,6326","9570097,361",75-100,70-80,A - 1 - b,Ceará
"363668,6326","9555097,361",75-100,70-80,A - 1 - b,Ceará
"363668,6326","9556097,361",75-100,70-80,A - 2 - 4,Ceará
"363668,6326","9557097,361",75-100,70-80,A - 1 - b,Ceará
"363668,6326","9558097,361",75-100,70-80,A - 6,Ceará
"363668,6326","9559097,361",75-100,20-30,A - 2 - 4,Ceará
"363668,6326","9560097,361",225-250,70-80,A - 2 - 4,Ceará
"363668,6326","9561097,361",125-150,70-80,A - 1 - b,Ceará
"363668,6326","9562097,361",125-150,70-80,A - 2 - 4,Ceará
"363668,6326","9611097,361",200-225,70-80,A - 2 - 4,Ceará
"363668,6326","9612097,361",100-125,20-30,A - 1 - b,Ceará
"363668,6326","9613097,361",75-100,70-80,A - 1 - b,Ceará
"363668,6326","9614097,361",75-100,20-30,A - 1 - b,Ceará
"363668,6326","9615097,361",75-100,20-30,A - 2 - 4,Ceará
"363668,6326","9616097,361",200-225,20-30,A - 1 - b,Ceará
"363668,6326","9617097,361",100-125,20-30,A - 2 - 4,Ceará
"363668,6326","9618097,361",75-100,10-20,A - 1 - b,Ceará
"363668,6326","9603097,361",225-250,70-80,A - 2 - 4,Ceará
"363668,6326","9604097,361",225-250,70-80,A - 1 - a,Ceará
"363668,6326","9605097,361",200-225,70-80,A - 1 - a,Ceará
"363668,6326","9606097,361",225-250,70-80,A - 2 - 4,Ceará
"363668,6326","9607097,361",175-200,70-80,A - 1 - b,Ceará
"363668,6326","9608097,361",200-225,70-80,A - 1 - a,Ceará
"363668,6326","9609097,361",75-100,70-80,A - 1 - a,Ceará
"363668,6326","9610097,361",200-225,70-80,A - 1 - b,Ceará
"363668,6326","9595097,361",50-75,70-80,A - 2 - 4,Ceará
"363668,6326","9596097,361",50-75,10-20,A - 6,Ceará
"363668,6326","9597097,361",200-225,70-80,A - 2 - 4,Ceará
"363668,6326","9598097,361",225-250,70-80,A - 2 - 4,Ceará
"363668,6326","9599097,361",200-225,70-80,A - 2 - 4,Ceará
"363668,6326","9600097,361",200-225,70-80,A - 2 - 4,Ceará
"363668,6326","9601097,361",225-250,70-80,A - 2 - 4,Ceará
"363668,6326","9602097,361",225-250,70-80,A - 1 - b,Ceará
"363668,6326","9587097,361",125-150,70-80,A - 1 - b,Ceará
"363668,6326","9588097,361",50-75,70-80,A - 2 - 4,Ceará
"363668,6326","9589097,361",200-225,70-80,A - 6,Ceará
"363668,6326","9590097,361",50-75,70-80,A - 6,Ceará
"363668,6326","9591097,361",50-75,70-80,A - 2 - 4,Ceará
"363668,6326","9592097,361",50-75,70-80,A - 2 - 4,Ceará
"363668,6326","9593097,361",50-75,70-80,A - 6,Ceará
"363668,6326","9594097,361",50-75,70-80,A - 1 - b,Ceará
"363668,6326","9643097,361",175-200,70-80,A - 1 - b,Ceará
"363668,6326","9644097,361",175-200,20-30,A - 1 - b,Ceará
"363668,6326","9645097,361",200-225,20-30,A - 2 - 4,Ceará
"363668,6326","9646097,361",125-150,00-10,A - 2 - 4,Ceará
"363668,6326","9647097,361",175-200,20-30,A - 2 - 4,Ceará
"363668,6326","9648097,361",175-200,70-80,A - 2 - 4,Ceará
"363668,6326","9649097,361",100-125,70-80,A - 2 - 4,Ceará
"363668,6326","9650097,361",75-100,70-80,A - 2 - 4,Ceará
"363668,6326","9635097,361",75-100,20-30,A - 2 - 4,Ceará
"363668,6326","9636097,361",225-250,20-30,A - 2 - 4,Ceará
"363668,6326","9637097,361",175-200,20-30,A - 2 - 4,Ceará
"363668,6326","9639097,361",75-100,70-80,A - 1 - b,Ceará
"363668,6326","9640097,361",200-225,20-30,A - 1 - b,Ceará
"363668,6326","9641097,361",175-200,20-30,A - 2 - 4,Ceará
"363668,6326","9642097,361",200-225,70-80,A - 2 - 4,Ceará
"363668,6326","9627097,361",75-100,20-30,A - 1 - b,Ceará
"363668,6326","9628097,361",125-150,20-30,A - 1 - b,Ceará
"363668,6326","9629097,361",75-100,00-10,A - 2 - 4,Ceará
"363668,6326","9630097,361",200-225,00-10,A - 1 - b,Ceará
"363668,6326","9631097,361",125-150,20-30,A - 2 - 4,Ceará
"363668,6326","9619097,361",125-150,20-30,A - 1 - b,Ceará
"363668,6326","9620097,361",200-225,10-20,A - 2 - 4,Ceará
"363668,6326","9621097,361",200-225,10-20,A - 1 - b,Ceará
"363668,6326","9622097,361",125-150,70-80,A - 2 - 4,Ceará
"363668,6326","9623097,361",125-150,20-30,A - 2 - 4,Ceará
"363668,6326","9624097,361",200-225,20-30,A - 1 - b,Ceará
"363668,6326","9625097,361",125-150,70-80,A - 6,Ceará
"363668,6326","9626097,361",75-100,20-30,A - 6,Ceará
"363668,6326","9675097,361",200-225,70-80,A - 6,Ceará
"363668,6326","9676097,361",200-225,70-80,A - 6,Ceará
"363668,6326","9677097,361",200-225,70-80,A - 2 - 4,Ceará
"363668,6326","9678097,361",200-225,70-80,A - 1 - b,Ceará
"363668,6326","9679097,361",75-100,70-80,A - 1 - b,Ceará
"363668,6326","9680097,361",75-100,70-80,A - 2 - 4,Ceará
"363668,6326","9681097,361",150-175,70-80,A - 6,Ceará
"363668,6326","9682097,361",50-75,70-80,A - 2 - 4,Ceará
"363668,6326","9667097,361",175-200,70-80,A - 2 - 4,Ceará
"363668,6326","9668097,361",175-200,70-80,A - 2 - 4,Ceará
"363668,6326","9669097,361",175-200,70-80,A - 1 - b,Ceará
"363668,6326","9670097,361",175-200,70-80,A - 1 - b,Ceará
"363668,6326","9671097,361",175-200,70-80,A - 2 - 4,Ceará
"363668,6326","9672097,361",175-200,70-80,A - 2 - 4,Ceará
"363668,6326","9673097,361",175-200,70-80,A - 2 - 4,Ceará
"363668,6326","9674097,361",175-200,70-80,A - 2 - 4,Ceará
"363668,6326","9659097,361",75-100,20-30,A - 1 - b,Ceará
"363668,6326","9660097,361",175-200,10-20,A - 1 - b,Ceará
"363668,6326","9661097,361",175-200,70-80,A - 1 - a,Ceará
"363668,6326","9662097,361",175-200,70-80,A - 2 - 4,Ceará
"363668,6326","9663097,361",175-200,70-80,A - 2 - 4,Ceará
"363668,6326","9664097,361",175-200,70-80,A - 2 - 4,Ceará
"363668,6326","9665097,361",175-200,70-80,A - 1 - b,Ceará
"363668,6326","9666097,361",175-200,70-80,A - 2 - 4,Ceará
"363668,6326","9651097,361",175-200,70-80,A - 2 - 4,Ceará
"363668,6326","9652097,361",50-75,70-80,A - 2 - 4,Ceará
"363668,6326","9653097,361",75-100,70-80,A - 2 - 4,Ceará
"363668,6326","9654097,361",175-200,20-30,A - 2 - 4,Ceará
"363668,6326","9655097,361",75-100,00-10,A - 2 - 4,Ceará
"363668,6326","9656097,361",75-100,20-30,A - 2 - 4,Ceará
"363668,6326","9657097,361",75-100,20-30,A - 2 - 4,Ceará
"363668,6326","9658097,361",175-200,70-80,A - 2 - 4,Ceará
"361668,6326","9353097,361",75-100,00-10,A - 2 - 4,Ceará
"361668,6326","9354097,361",75-100,00-10,A - 2 - 4,Ceará
"361668,6326","9355097,361",75-100,00-10,A - 2 - 4,Ceará
"361668,6326","9356097,361",75-100,00-10,A - 2 - 4,Ceará
"361668,6326","9357097,361",75-100,20-30,A - 2 - 4,Ceará
"361668,6326","9358097,361",75-100,00-10,A - 2 - 4,Ceará
"361668,6326","9359097,361",50-75,00-10,A - 2 - 4,Ceará
"361668,6326","9360097,361",75-100,00-10,A - 2 - 4,Ceará
"361668,6326","9345097,361",75-100,00-10,A - 2 - 4,Ceará
"361668,6326","9346097,361",75-100,00-10,A - 2 - 4,Ceará
"361668,6326","9347097,361",75-100,00-10,A - 2 - 4,Ceará
"361668,6326","9348097,361",75-100,00-10,A - 2 - 4,Ceará
"361668,6326","9349097,361",75-100,00-10,A - 2 - 4,Ceará
"361668,6326","9351097,361",75-100,00-10,A - 2 - 4,Ceará
"361668,6326","9352097,361",75-100,00-10,A - 2 - 4,Ceará
"361668,6326","9337097,361",75-100,00-10,A - 2 - 4,Ceará
"361668,6326","9338097,361",100-125,00-10,A - 1 - b,Ceará
"361668,6326","9339097,361",75-100,00-10,A - 2 - 4,Ceará
"361668,6326","9340097,361",200-225,00-10,A - 2 - 4,Ceará
"361668,6326","9341097,361",75-100,00-10,A - 2 - 4,Ceará
"361668,6326","9342097,361",100-125,00-10,A - 2 - 4,Ceará
"361668,6326","9343097,361",75-100,00-10,A - 2 - 4,Ceará
"361668,6326","9344097,361",75-100,00-10,A - 1 - b,Ceará
"361668,6326","9329097,361",75-100,20-30,A - 2 - 4,Ceará
"361668,6326","9330097,361",75-100,00-10,A - 2 - 4,Ceará
"361668,6326","9331097,361",75-100,20-30,A - 2 - 4,Ceará
"361668,6326","9332097,361",75-100,00-10,A - 1 - b,Ceará
"361668,6326","9333097,361",75-100,00-10,A - 2 - 4,Ceará
