left,top,MR (MPa)_faixas ,CBR (%)_faixas,AASHTO,Loc
"456668,6326","9598097,361",150-175,20-30,A - 2 - 4,Ceará
"456668,6326","9599097,361",175-200,20-30,A - 2 - 4,Ceará
"456668,6326","9584097,361",150-175,20-30,A - 1 - b,Ceará
"456668,6326","9585097,361",100-125,20-30,A - 1 - b,Ceará
"456668,6326","9586097,361",75-100,20-30,A - 1 - b,Ceará
"456668,6326","9587097,361",200-225,00-10,A - 1 - b,Ceará
"456668,6326","9588097,361",75-100,00-10,A - 1 - b,Ceará
"456668,6326","9589097,361",175-200,20-30,A - 1 - b,Ceará
"456668,6326","9590097,361",175-200,20-30,A - 2 - 4,Ceará
"456668,6326","9591097,361",175-200,10-20,A - 1 - b,Ceará
"456668,6326","9576097,361",200-225,20-30,A - 1 - b,Ceará
"456668,6326","9577097,361",200-225,20-30,A - 1 - b,Ceará
"456668,6326","9578097,361",100-125,20-30,A - 1 - b,Ceará
"456668,6326","9579097,361",75-100,70-80,A - 2 - 4,Ceará
"456668,6326","9580097,361",100-125,20-30,A - 1 - b,Ceará
"456668,6326","9581097,361",150-175,70-80,A - 2 - 4,Ceará
"456668,6326","9582097,361",75-100,20-30,A - 2 - 4,Ceará
"456668,6326","9583097,361",175-200,70-80,A - 1 - b,Ceará
"456668,6326","9568097,361",100-125,20-30,A - 1 - b,Ceará
"456668,6326","9569097,361",100-125,20-30,A - 2 - 4,Ceará
"456668,6326","9570097,361",75-100,20-30,A - 2 - 4,Ceará
"456668,6326","9571097,361",100-125,20-30,A - 2 - 4,Ceará
"456668,6326","9572097,361",100-125,70-80,A - 1 - b,Ceará
"456668,6326","9573097,361",150-175,20-30,A - 2 - 4,Ceará
"456668,6326","9574097,361",150-175,20-30,A - 2 - 4,Ceará
"456668,6326","9575097,361",175-200,20-30,A - 2 - 4,Ceará
"456668,6326","9624097,361",175-200,00-10,A - 2 - 4,Ceará
"456668,6326","9625097,361",175-200,20-30,A - 2 - 4,Ceará
"456668,6326","9626097,361",175-200,00-10,A - 2 - 4,Ceará
"456668,6326","9627097,361",175-200,00-10,A - 2 - 4,Ceará
"456668,6326","9628097,361",175-200,00-10,A - 2 - 4,Ceará
"456668,6326","9629097,361",175-200,00-10,A - 2 - 4,Ceará
"456668,6326","9630097,361",175-200,00-10,A - 2 - 4,Ceará
"456668,6326","9631097,361",175-200,00-10,A - 2 - 4,Ceará
"456668,6326","9616097,361",175-200,00-10,A - 2 - 4,Ceará
"456668,6326","9617097,361",175-200,00-10,A - 2 - 4,Ceará
"456668,6326","9618097,361",175-200,00-10,A - 2 - 4,Ceará
"456668,6326","9619097,361",175-200,00-10,A - 2 - 4,Ceará
"456668,6326","9620097,361",175-200,00-10,A - 2 - 4,Ceará
"456668,6326","9621097,361",175-200,00-10,A - 2 - 4,Ceará
"456668,6326","9622097,361",175-200,70-80,A - 2 - 4,Ceará
"456668,6326","9623097,361",175-200,70-80,A - 1 - b,Ceará
"456668,6326","9608097,361",75-100,00-10,A - 2 - 4,Ceará
"456668,6326","9609097,361",175-200,00-10,A - 2 - 4,Ceará
"456668,6326","9610097,361",75-100,20-30,A - 2 - 4,Ceará
"456668,6326","9611097,361",75-100,20-30,A - 2 - 4,Ceará
"456668,6326","9612097,361",175-200,20-30,A - 2 - 4,Ceará
"456668,6326","9613097,361",175-200,20-30,A - 2 - 4,Ceará
"456668,6326","9614097,361",200-225,00-10,A - 2 - 4,Ceará
"456668,6326","9615097,361",175-200,00-10,A - 2 - 4,Ceará
"456668,6326","9600097,361",150-175,20-30,A - 2 - 4,Ceará
"456668,6326","9601097,361",100-125,00-10,A - 2 - 4,Ceará
"456668,6326","9602097,361",75-100,20-30,A - 2 - 4,Ceará
"456668,6326","9603097,361",75-100,20-30,A - 2 - 4,Ceará
"456668,6326","9604097,361",75-100,20-30,A - 2 - 4,Ceará
"456668,6326","9605097,361",75-100,20-30,A - 2 - 4,Ceará
"456668,6326","9606097,361",200-225,00-10,A - 2 - 4,Ceará
"456668,6326","9607097,361",75-100,20-30,A - 2 - 4,Ceará
"454668,6326","9302097,361",100-125,70-80,A - 2 - 4,Ceará
"454668,6326","9303097,361",100-125,70-80,A - 2 - 4,Ceará
"454668,6326","9304097,361",175-200,20-30,A - 2 - 4,Ceará
"454668,6326","9305097,361",75-100,20-30,A - 2 - 4,Ceará
"454668,6326","9306097,361",100-125,20-30,A - 1 - b,Ceará
"454668,6326","9307097,361",200-225,70-80,A - 2 - 4,Ceará
"454668,6326","9308097,361",175-200,20-30,A - 1 - b,Ceará
"454668,6326","9309097,361",175-200,70-80,A - 1 - b,Ceará
"454668,6326","9294097,361",100-125,70-80,A - 2 - 4,Ceará
"454668,6326","9295097,361",100-125,70-80,A - 2 - 4,Ceará
"454668,6326","9296097,361",100-125,70-80,A - 2 - 4,Ceará
"454668,6326","9297097,361",100-125,70-80,A - 2 - 4,Ceará
"454668,6326","9298097,361",100-125,70-80,A - 2 - 4,Ceará
"454668,6326","9299097,361",100-125,70-80,A - 2 - 4,Ceará
"454668,6326","9300097,361",100-125,00-10,A - 2 - 4,Ceará
"454668,6326","9301097,361",100-125,70-80,A - 2 - 4,Ceará
"454668,6326","9286097,361",00-25,70-80,A - 2 - 4,Ceará
"454668,6326","9287097,361",100-125,20-30,A - 2 - 4,Ceará
"454668,6326","9288097,361",100-125,70-80,A - 2 - 4,Ceará
"454668,6326","9289097,361",100-125,70-80,A - 2 - 4,Ceará
"454668,6326","9290097,361",100-125,20-30,A - 2 - 4,Ceará
"454668,6326","9291097,361",100-125,10-20,A - 2 - 4,Ceará
"454668,6326","9292097,361",75-100,20-30,A - 2 - 4,Ceará
"454668,6326","9293097,361",00-25,70-80,A - 1 - b,Ceará
"454668,6326","9278097,361",100-125,70-80,A - 2 - 4,Ceará
"454668,6326","9279097,361",100-125,70-80,A - 1 - b,Ceará
"454668,6326","9281097,361",100-125,20-30,A - 6,Ceará
"454668,6326","9282097,361",100-125,70-80,A - 6,Ceará
"454668,6326","9283097,361",100-125,70-80,A - 6,Ceará
"454668,6326","9284097,361",100-125,70-80,A - 2 - 4,Ceará
"454668,6326","9285097,361",100-125,70-80,A - 2 - 4,Ceará
"454668,6326","9334097,361",175-200,00-10,A - 2 - 4,Ceará
"454668,6326","9335097,361",100-125,00-10,A - 1 - b,Ceará
"454668,6326","9336097,361",75-100,20-30,A - 2 - 4,Ceará
"454668,6326","9337097,361",175-200,00-10,A - 6,Ceará
"454668,6326","9338097,361",175-200,00-10,A - 6,Ceará
"454668,6326","9339097,361",175-200,00-10,A - 2 - 4,Ceará
"454668,6326","9340097,361",75-100,20-30,A - 2 - 4,Ceará
"454668,6326","9341097,361",175-200,20-30,A - 2 - 4,Ceará
"454668,6326","9326097,361",75-100,20-30,A - 2 - 4,Ceará
"454668,6326","9327097,361",75-100,00-10,A - 1 - b,Ceará
"454668,6326","9328097,361",200-225,00-10,A - 2 - 4,Ceará
"454668,6326","9329097,361",175-200,20-30,A - 2 - 4,Ceará
"454668,6326","9330097,361",175-200,20-30,A - 2 - 4,Ceará
"454668,6326","9331097,361",75-100,20-30,A - 2 - 4,Ceará
"454668,6326","9332097,361",200-225,20-30,A - 2 - 4,Ceará
"454668,6326","9333097,361",175-200,20-30,A - 2 - 4,Ceará
"454668,6326","9318097,361",75-100,70-80,A - 2 - 4,Ceará
"454668,6326","9319097,361",175-200,70-80,A - 2 - 4,Ceará
"454668,6326","9320097,361",50-75,20-30,A - 2 - 4,Ceará
"454668,6326","9321097,361",175-200,20-30,A - 2 - 4,Ceará
"454668,6326","9322097,361",75-100,20-30,A - 2 - 4,Ceará
"454668,6326","9323097,361",175-200,20-30,A - 2 - 4,Ceará
"454668,6326","9324097,361",175-200,20-30,A - 2 - 4,Ceará
"454668,6326","9325097,361",200-225,20-30,A - 4,Ceará
"454668,6326","9310097,361",200-225,20-30,A - 2 - 4,Ceará
"454668,6326","9311097,361",100-125,70-80,A - 2 - 4,Ceará
"454668,6326","9312097,361",75-100,20-30,A - 2 - 4,Ceará
"454668,6326","9313097,361",175-200,20-30,A - 2 - 4,Ceará
"454668,6326","9314097,361",175-200,20-30,A - 2 - 4,Ceará
"454668,6326","9315097,361",175-200,20-30,A - 6,Ceará
"454668,6326","9316097,361",175-200,20-30,A - 2 - 4,Ceará
"454668,6326","9317097,361",175-200,20-30,A - 6,Ceará
"454668,6326","9366097,361",100-125,00-10,A - 2 - 4,Ceará
"454668,6326","9367097,361",100-125,00-10,A - 2 - 4,Ceará
"454668,6326","9368097,361",200-225,00-10,A - 2 - 4,Ceará
"454668,6326","9369097,361",200-225,00-10,A - 2 - 4,Ceará
"454668,6326","9370097,361",100-125,70-80,A - 2 - 4,Ceará
"454668,6326","9371097,361",100-125,70-80,A - 2 - 4,Ceará
"454668,6326","9372097,361",100-125,00-10,A - 1 - b,Ceará
"454668,6326","9373097,361",175-200,00-10,A - 2 - 4,Ceará
"454668,6326","9358097,361",50-75,70-80,A - 1 - b,Ceará
"454668,6326","9359097,361",125-150,70-80,A - 4,Ceará
"454668,6326","9360097,361",200-225,20-30,A - 4,Ceará
"454668,6326","9361097,361",200-225,20-30,A - 1 - b,Ceará
"454668,6326","9362097,361",175-200,20-30,A - 2 - 4,Ceará
"454668,6326","9363097,361",100-125,00-10,A - 6,Ceará
"454668,6326","9364097,361",100-125,00-10,A - 2 - 4,Ceará
"454668,6326","9365097,361",175-200,00-10,A - 2 - 4,Ceará
"454668,6326","9350097,361",200-225,20-30,A - 2 - 4,Ceará
"454668,6326","9351097,361",175-200,20-30,A - 4,Ceará
"454668,6326","9352097,361",100-125,00-10,A - 4,Ceará
"454668,6326","9353097,361",200-225,20-30,A - 4,Ceará
"454668,6326","9354097,361",75-100,20-30,A - 2 - 4,Ceará
"454668,6326","9355097,361",200-225,20-30,A - 1 - b,Ceará
"454668,6326","9356097,361",225-250,20-30,A - 2 - 4,Ceará
"454668,6326","9357097,361",100-125,70-80,A - 4,Ceará
"454668,6326","9342097,361",200-225,20-30,A - 4,Ceará
"454668,6326","9343097,361",200-225,20-30,A - 4,Ceará
"454668,6326","9344097,361",100-125,00-10,A - 4,Ceará
"454668,6326","9345097,361",200-225,20-30,A - 4,Ceará
"454668,6326","9346097,361",200-225,70-80,A - 4,Ceará
"454668,6326","9347097,361",75-100,20-30,A - 2 - 4,Ceará
"454668,6326","9348097,361",175-200,20-30,A - 4,Ceará
"454668,6326","9349097,361",200-225,70-80,A - 4,Ceará
"454668,6326","9398097,361",100-125,70-80,A - 4,Ceará
"454668,6326","9399097,361",100-125,70-80,A - 4,Ceará
"454668,6326","9400097,361",125-150,70-80,A - 4,Ceará
"454668,6326","9401097,361",100-125,20-30,A - 2 - 4,Ceará
"454668,6326","9402097,361",100-125,70-80,A - 1 - b,Ceará
"454668,6326","9403097,361",100-125,20-30,A - 1 - b,Ceará
"454668,6326","9404097,361",100-125,20-30,A - 2 - 4,Ceará
"454668,6326","9405097,361",125-150,20-30,A - 2 - 4,Ceará
"454668,6326","9390097,361",100-125,00-10,A - 2 - 4,Ceará
"454668,6326","9391097,361",100-125,70-80,A - 2 - 4,Ceará
"454668,6326","9392097,361",100-125,70-80,A - 4,Ceará
"454668,6326","9393097,361",100-125,70-80,A - 4,Ceará
"454668,6326","9394097,361",100-125,70-80,A - 2 - 4,Ceará
"454668,6326","9395097,361",100-125,70-80,A - 2 - 4,Ceará
"454668,6326","9396097,361",100-125,20-30,A - 2 - 4,Ceará
"454668,6326","9397097,361",100-125,20-30,A - 1 - b,Ceará
"454668,6326","9382097,361",100-125,20-30,A - 2 - 4,Ceará
"454668,6326","9383097,361",100-125,20-30,A - 4,Ceará
"454668,6326","9384097,361",100-125,20-30,A - 2 - 4,Ceará
"454668,6326","9385097,361",200-225,20-30,A - 2 - 4,Ceará
"454668,6326","9386097,361",100-125,70-80,A - 2 - 4,Ceará
"454668,6326","9387097,361",100-125,00-10,A - 1 - b,Ceará
"454668,6326","9388097,361",100-125,00-10,A - 4,Ceará
"454668,6326","9389097,361",100-125,00-10,A - 4,Ceará
"454668,6326","9374097,361",100-125,00-10,A - 4,Ceará
"454668,6326","9375097,361",100-125,00-10,A - 4,Ceará
"454668,6326","9376097,361",75-100,00-10,A - 1 - b,Ceará
"454668,6326","9377097,361",75-100,70-80,A - 2 - 4,Ceará
"454668,6326","9378097,361",100-125,20-30,A - 4,Ceará
"454668,6326","9379097,361",125-150,70-80,A - 1 - b,Ceará
"454668,6326","9380097,361",75-100,20-30,A - 4,Ceará
"454668,6326","9381097,361",200-225,20-30,A - 4,Ceará
"454668,6326","9174097,361",125-150,00-10,A - 4,Ceará
"454668,6326","9175097,361",75-100,20-30,A - 4,Ceará
"454668,6326","9176097,361",75-100,20-30,A - 4,Ceará
"454668,6326","9177097,361",75-100,20-30,A - 4,Ceará
"454668,6326","9178097,361",75-100,20-30,A - 2 - 4,Ceará
"454668,6326","9179097,361",75-100,20-30,A - 2 - 4,Ceará
"454668,6326","9180097,361",75-100,20-30,A - 4,Ceará
"454668,6326","9181097,361",50-75,20-30,A - 4,Ceará
"454668,6326","9166097,361",75-100,20-30,A - 4,Ceará
"454668,6326","9167097,361",75-100,20-30,A - 4,Ceará
"454668,6326","9168097,361",75-100,20-30,A - 1 - b,Ceará
"454668,6326","9169097,361",50-75,20-30,A - 1 - b,Ceará
"454668,6326","9170097,361",75-100,20-30,A - 2 - 4,Ceará
"454668,6326","9171097,361",75-100,20-30,A - 4,Ceará
"454668,6326","9172097,361",75-100,20-30,A - 4,Ceará
"454668,6326","9173097,361",75-100,20-30,A - 2 - 4,Ceará
"454668,6326","9160097,361",75-100,20-30,A - 1 - b,Ceará
"454668,6326","9161097,361",75-100,20-30,A - 4,Ceará
"454668,6326","9162097,361",75-100,20-30,A - 6,Ceará
"454668,6326","9163097,361",75-100,20-30,A - 6,Ceará
"454668,6326","9206097,361",175-200,30-40,A - 6,Ceará
"454668,6326","9207097,361",75-100,70-80,A - 6,Ceará
"454668,6326","9208097,361",100-125,70-80,A - 6,Ceará
"454668,6326","9210097,361",175-200,20-30,A - 6,Ceará
"454668,6326","9211097,361",75-100,20-30,A - 6,Ceará
"454668,6326","9212097,361",75-100,20-30,A - 6,Ceará
"454668,6326","9198097,361",100-125,70-80,A - 2 - 4,Ceará
"454668,6326","9202097,361",00-25,20-30,A - 2 - 4,Ceará
"454668,6326","9203097,361",100-125,20-30,A - 2 - 4,Ceará
"454668,6326","9204097,361",100-125,70-80,A - 2 - 4,Ceará
"454668,6326","9205097,361",75-100,20-30,A - 6,Ceará
"454668,6326","9190097,361",200-225,20-30,A - 4,Ceará
"454668,6326","9191097,361",75-100,20-30,A - 6,Ceará
"454668,6326","9192097,361",75-100,20-30,A - 6,Ceará
"454668,6326","9194097,361",50-75,20-30,A - 1 - b,Ceará
"454668,6326","9195097,361",75-100,70-80,A - 2 - 4,Ceará
"454668,6326","9196097,361",75-100,20-30,A - 4,Ceará
"454668,6326","9197097,361",175-200,20-30,A - 4,Ceará
"454668,6326","9182097,361",75-100,20-30,A - 4,Ceará
"454668,6326","9183097,361",75-100,20-30,A - 2 - 4,Ceará
"454668,6326","9184097,361",75-100,20-30,A - 1 - b,Ceará
"454668,6326","9186097,361",75-100,20-30,A - 4,Ceará
"454668,6326","9187097,361",100-125,70-80,A - 4,Ceará
"454668,6326","9188097,361",100-125,70-80,A - 2 - 4,Ceará
"454668,6326","9189097,361",100-125,70-80,A - 1 - b,Ceará
"454668,6326","9238097,361",175-200,20-30,A - 2 - 4,Ceará
"454668,6326","9239097,361",175-200,20-30,A - 4,Ceará
"454668,6326","9240097,361",175-200,20-30,A - 6,Ceará
"454668,6326","9241097,361",100-125,70-80,A - 2 - 4,Ceará
"454668,6326","9242097,361",200-225,20-30,A - 4,Ceará
"454668,6326","9243097,361",200-225,20-30,A - 4,Ceará
"454668,6326","9244097,361",200-225,20-30,A - 4,Ceará
"454668,6326","9245097,361",175-200,20-30,A - 4,Ceará
"454668,6326","9232097,361",175-200,20-30,A - 2 - 4,Ceará
"454668,6326","9233097,361",75-100,30-40,A - 2 - 4,Ceará
"454668,6326","9236097,361",100-125,20-30,A - 4,Ceará
"454668,6326","9222097,361",50-75,20-30,A - 1 - b,Ceará
"454668,6326","9223097,361",175-200,70-80,A - 1 - b,Ceará
"454668,6326","9226097,361",75-100,10-20,A - 6,Ceará
"454668,6326","9227097,361",75-100,20-30,A - 2 - 4,Ceará
"454668,6326","9228097,361",175-200,20-30,A - 2 - 4,Ceará
"454668,6326","9229097,361",175-200,70-80,A - 2 - 4,Ceará
"454668,6326","9214097,361",100-125,70-80,A - 1 - b,Ceará
"454668,6326","9215097,361",100-125,70-80,A - 6,Ceará
"454668,6326","9216097,361",00-25,20-30,A - 1 - b,Ceará
"454668,6326","9221097,361",75-100,20-30,A - 2 - 4,Ceará
"454668,6326","9270097,361",175-200,70-80,A - 2 - 4,Ceará
"454668,6326","9271097,361",100-125,70-80,A - 2 - 4,Ceará
"454668,6326","9272097,361",100-125,00-10,A - 2 - 4,Ceará
"454668,6326","9273097,361",175-200,70-80,A - 2 - 4,Ceará
"454668,6326","9275097,361",100-125,70-80,A - 6,Ceará
"454668,6326","9276097,361",100-125,20-30,A - 2 - 4,Ceará
"454668,6326","9277097,361",100-125,70-80,A - 4,Ceará
"454668,6326","9262097,361",100-125,70-80,A - 4,Ceará
"454668,6326","9263097,361",100-125,00-10,A - 4,Ceará
"454668,6326","9264097,361",100-125,70-80,A - 4,Ceará
"454668,6326","9265097,361",100-125,10-20,A - 2 - 4,Ceará
"454668,6326","9266097,361",100-125,20-30,A - 4,Ceará
"454668,6326","9267097,361",100-125,70-80,A - 4,Ceará
"454668,6326","9269097,361",100-125,20-30,A - 2 - 4,Ceará
"454668,6326","9254097,361",100-125,70-80,A - 1 - b,Ceará
"454668,6326","9255097,361",175-200,20-30,A - 1 - b,Ceará
"454668,6326","9256097,361",175-200,20-30,A - 2 - 4,Ceará
"454668,6326","9257097,361",100-125,70-80,A - 4,Ceará
"454668,6326","9258097,361",100-125,20-30,A - 4,Ceará
"454668,6326","9259097,361",100-125,70-80,A - 4,Ceará
"454668,6326","9260097,361",100-125,70-80,A - 4,Ceará
"454668,6326","9261097,361",100-125,70-80,A - 4,Ceará
"454668,6326","9246097,361",100-125,70-80,A - 4,Ceará
"454668,6326","9247097,361",175-200,20-30,A - 4,Ceará
"454668,6326","9248097,361",100-125,20-30,A - 4,Ceará
"454668,6326","9249097,361",175-200,20-30,A - 4,Ceará
"454668,6326","9250097,361",175-200,20-30,A - 4,Ceará
"454668,6326","9251097,361",100-125,70-80,A - 1 - b,Ceará
"454668,6326","9252097,361",100-125,20-30,A - 4,Ceará
"454668,6326","9253097,361",75-100,20-30,A - 4,Ceará
"455668,6326","9607097,361",175-200,70-80,A - 2 - 4,Ceará
"455668,6326","9608097,361",175-200,70-80,A - 2 - 4,Ceará
"455668,6326","9609097,361",200-225,00-10,A - 2 - 4,Ceará
"455668,6326","9610097,361",75-100,20-30,A - 2 - 4,Ceará
"455668,6326","9611097,361",175-200,20-30,A - 4,Ceará
"455668,6326","9612097,361",75-100,20-30,A - 4,Ceará
"455668,6326","9613097,361",175-200,00-10,A - 4,Ceará
"455668,6326","9614097,361",175-200,00-10,A - 4,Ceará
"455668,6326","9599097,361",100-125,20-30,A - 4,Ceará
"455668,6326","9600097,361",100-125,00-10,A - 4,Ceará
"455668,6326","9601097,361",75-100,20-30,A - 1 - b,Ceará
"455668,6326","9602097,361",75-100,20-30,A - 1 - b,Ceará
"455668,6326","9603097,361",100-125,20-30,A - 1 - b,Ceará
"455668,6326","9604097,361",75-100,20-30,A - 2 - 4,Ceará
"455668,6326","9605097,361",75-100,20-30,A - 1 - b,Ceará
"455668,6326","9606097,361",75-100,70-80,A - 1 - b,Ceará
"455668,6326","9591097,361",75-100,70-80,A - 2 - 4,Ceará
"455668,6326","9592097,361",100-125,70-80,A - 2 - 4,Ceará
"455668,6326","9593097,361",100-125,20-30,A - 2 - 4,Ceará
"455668,6326","9594097,361",75-100,70-80,A - 2 - 4,Ceará
"455668,6326","9595097,361",75-100,70-80,A - 4,Ceará
"455668,6326","9596097,361",100-125,20-30,A - 1 - b,Ceará
"455668,6326","9597097,361",100-125,70-80,A - 4,Ceará
"455668,6326","9598097,361",100-125,70-80,A - 4,Ceará
"455668,6326","9583097,361",100-125,20-30,A - 4,Ceará
"455668,6326","9584097,361",100-125,20-30,A - 4,Ceará
"455668,6326","9585097,361",75-100,20-30,A - 4,Ceará
"455668,6326","9586097,361",125-150,20-30,A - 4,Ceará
"455668,6326","9587097,361",75-100,20-30,A - 4,Ceará
"455668,6326","9588097,361",75-100,20-30,A - 4,Ceará
"455668,6326","9589097,361",75-100,20-30,A - 4,Ceará
"455668,6326","9590097,361",175-200,20-30,A - 4,Ceará
"455668,6326","9639097,361",100-125,00-10,A - 1 - b,Ceará
"455668,6326","9640097,361",150-175,70-80,A - 1 - b,Ceará
"455668,6326","9641097,361",175-200,20-30,A - 2 - 4,Ceará
"455668,6326","9642097,361",175-200,20-30,A - 1 - b,Ceará
"455668,6326","9643097,361",200-225,70-80,A - 2 - 4,Ceará
"455668,6326","9644097,361",150-175,20-30,A - 1 - b,Ceará
"455668,6326","9645097,361",200-225,70-80,A - 2 - 4,Ceará
"455668,6326","9646097,361",200-225,70-80,A - 2 - 4,Ceará
"455668,6326","9631097,361",175-200,00-10,A - 2 - 4,Ceará
"455668,6326","9632097,361",200-225,00-10,A - 2 - 4,Ceará
"455668,6326","9633097,361",175-200,00-10,A - 2 - 4,Ceará
"455668,6326","9634097,361",175-200,00-10,A - 2 - 4,Ceará
"455668,6326","9635097,361",175-200,00-10,A - 2 - 4,Ceará
"455668,6326","9636097,361",175-200,00-10,A - 2 - 4,Ceará
"455668,6326","9637097,361",175-200,70-80,A - 2 - 4,Ceará
"455668,6326","9638097,361",175-200,00-10,A - 2 - 4,Ceará
"455668,6326","9623097,361",175-200,20-30,A - 2 - 4,Ceará
"455668,6326","9624097,361",175-200,10-20,A - 2 - 4,Ceará
"455668,6326","9625097,361",175-200,00-10,A - 2 - 4,Ceará
"455668,6326","9626097,361",75-100,00-10,A - 2 - 4,Ceará
"455668,6326","9627097,361",200-225,10-20,A - 2 - 4,Ceará
"455668,6326","9628097,361",175-200,00-10,A - 1 - b,Ceará
"455668,6326","9629097,361",175-200,00-10,A - 1 - b,Ceará
"455668,6326","9630097,361",175-200,00-10,A - 4,Ceará
"455668,6326","9615097,361",175-200,00-10,A - 2 - 4,Ceará
"455668,6326","9616097,361",75-100,70-80,A - 2 - 4,Ceará
"455668,6326","9617097,361",175-200,00-10,A - 2 - 4,Ceará
"455668,6326","9618097,361",175-200,00-10,A - 2 - 4,Ceará
"455668,6326","9619097,361",175-200,00-10,A - 1 - b,Ceará
"455668,6326","9620097,361",175-200,00-10,A - 1 - b,Ceará
"455668,6326","9621097,361",175-200,20-30,A - 2 - 4,Ceará
"455668,6326","9622097,361",50-75,70-80,A - 2 - 4,Ceará
"455668,6326","9647097,361",200-225,70-80,A - 2 - 4,Ceará
"455668,6326","9648097,361",200-225,70-80,A - 2 - 4,Ceará
"455668,6326","9649097,361",200-225,70-80,A - 1 - b,Ceará
"455668,6326","9479097,361",100-125,20-30,A - 1 - b,Ceará
"455668,6326","9480097,361",75-100,20-30,A - 2 - 4,Ceará
"455668,6326","9481097,361",75-100,20-30,A - 2 - 4,Ceará
"455668,6326","9482097,361",75-100,20-30,A - 2 - 4,Ceará
"455668,6326","9483097,361",75-100,20-30,A - 1 - b,Ceará
"455668,6326","9484097,361",125-150,20-30,A - 1 - b,Ceará
"455668,6326","9485097,361",75-100,20-30,A - 2 - 4,Ceará
